BARCODE,Item #,Item Type,Category,PP Deck (Y/N),Ownership,Condition,SKU,DONATION FY26 (Y/N),Notes,Availability,Retail($),Cost($),Dest (Y/N),RETAIL YEAR
7001796,,"LANGLEY 24"" PICTURE LIGHT IN PN",Lighting,,,Display,44008217,,,0,1279.0,266.47499999999997,Y,2024.0
7001797,,"LANGLEY 24"" PICTURE LIGHT IN PN",Lighting,,,Display,44008217,,,0,1279.0,266.47499999999997,Y,2024.0
7001882,,PRYCE CLUB CHAIR,Furniture,,,Display,,,,0,0.0,0.0,,
7001883,,BRIXYON END TABLE,Furniture,,polo,Display,43614635,,,Sellable,8095.0,2778.4375,Y,2020.0
7001886,,ANETTE FLOOR LAMP,Lighting,,,Display,42485250,,,0,879.0,281.74,Y,2019.0
7001889,,CARTHAGE MINI LAMP,Lighting,,,Display,42485409,,,0,685.0,129.18,Y,2019.0
7001890,,FAIRFIELD PHARMACY FLOOR LAMP,Lighting,,,Display,42557629,,,0,1039.0,226.76214285714286,Y,2010.0
7001892,,BARTON DESK LAMP,Lighting,,,Display,44263630,,,0,1915.0,361.18,Y,2021.0
7001893,,ILONA LAMP,Lighting,,,Display,42474015,,,0,1039.0,217.81333333333336,Y,2019.0
7001896,,LANGLEY 32'' PICTURE LIGHT,Lighting,,,Display,44008233,,,0,1389.0,298.1353846153846,Y,2024.0
7001897,,DALEY MEDIUM 6-LIGHT CHANDELIER,Lighting,,,Display,42557298,,,0,3689.0,868.98,Y,2018.0
7001899,,HALIFAX LARGE TABLE LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7001902,,ELLIS BEDSIDE LAMP WITH SHADE,Lighting,,,Display,42485490,,,0,2639.0,678.8733333333333,Y,2019.0
7001904,,CARTER SMALL TABLE LAMP WITH SHADE,Lighting,,,Display,42485391,,,0,725.0,230.64,Y,2019.0
7001906,,BARRETT KNURLED TABLE LAMP WITH SHADE,Lighting,,,Display,42521427,,,0,1339.0,302.06333333333333,Y,2019.0
7001907,,XAVIER SMALL PENDANT,Lighting,,,Display,42522615,,,0,1279.0,249.175,Y,2016.0
7001908,,BARRETT LARGE FLOOR LAMP WITH SHADE,Lighting,,,Display,42485292,,,0,2389.0,451.58,Y,2019.0
7001913,,PAPER LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7001914,,MODERN TABLE LAMP IN POLISH SILVER,Lighting,,,Display,42558775,,,0,1279.0,268.19217391304346,Y,2012.0
7001915,,BROOKINGS LARGE TABLE LAMP,Lighting,,,Display,424855367,,,0,0.0,0.0,Y,
7001918,,MODERN HOLLYWOOD BENCH,Furniture,,polo,Display,44512291,,,Sellable,5550.0,1228.625,,2020.0
7001943,,FAIRFIELD PHARMACY FLOOR LAMP IN PN,Lighting,,,Display,42522060,,,0,1039.0,228.5257894736842,Y,2011.0
7001950,,LOHAN LARGE TABLE LAMP,Lighting,,,Display,44007961,,,0,1219.0,277.30333333333334,Y,2024.0
7001951,,FAIRFIELD PHARMACY FLOOR LAMP IN NB,Lighting,,,Display,42557629,,,0,1039.0,226.76214285714286,Y,2010.0
7001952,,LOHAN LARGE TABLE LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7001998,,BARRETT MEDIUM KNURLED TABLE LAMP,Lighting,,,Display,42521427,,,0,1339.0,302.06333333333333,Y,2019.0
7001999,,BARRETT MEDIUM KNURLED TABLE LAMP,Lighting,,,Display,42521427,,,0,1339.0,302.06333333333333,Y,2019.0
7002000,,BARRETT MEDIUM KNURLED TABLE LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002001,,BARRETT MEDIUM KNURLED TABLE LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002083,,MAYFAIR OCCASIONAL CHAIR,Furniture,,polo,Display,43614940,,,Sellable,4659.0,1193.25,,2020.0
7002100,,RUE ROYALE TABLE,Furniture,,Adam's client,Display,77074862,,,0,3270.0,817.5,,2023.0
7002101,,RUE ROYALE TABLE,Furniture,,Polo,Display,77074862,,,Sellable,3270.0,817.5,,2023.0
7002103,,DUKE DRESSER,Furniture,,polo,Display,77435691,,,0,11845.0,4675.0,,2024.0
7002168,,DUTCHESS CHAIR,Furniture,,polo,Display,45261377,,,Sellable,6603.0,1590.0,,2020.0
7002213,,ANTLER CHANDELIER,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002245,,FOO DOG TABLE LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002248,,FOO DOG TABLE LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002284,,BLUFF OAK SERVER,Furniture,,,Display,,,,0,0.0,0.0,Y,
7002290,,MODERN TABLE LAMP IN NB,Lighting,,,Display,42485649,,,0,1035.0,208.62857142857143,Y,2019.0
7002292,,ROUND LINEN SHADE FOR RL3622,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002330,,METROLPOLIS TABLE LAMP,Lighting,,,Display,42558577,,,0,1389.0,274.53,Y,2014.0
7002331,,METROPOLIS TABLE LAMP WHITE SHADE,Lighting,,,Display,42558577,,,0,1389.0,274.53,Y,2014.0
7002332,,SHADE FOR RL39,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002338,,VARICK FLOOR LAMP WHITE PAPER SHADE,Lighting,,,Display,,,,Sellable,0.0,0.0,Y,
7002339,,WHITE SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002433,,LANGHAM CHAIR,Furniture,,,Display,,,,0,0.0,0.0,,
7002434,,WELLS DESK,Furniture,,polo,Display,73165466,,,Sellable,0.0,0.0,,
7002452,,LANGHAM DESK GLASS TOP,Furniture,,,Display,,,,0,0.0,0.0,,
7002458,,BASALT HALL TABLE,Furniture,,Polo,Display,43652650,,,Sellable,10145.0,2538.75,,2020.0
7002474,,DUKE EXT DINING TABLE,Furniture,,polo,Display,76609088,,,0,0.0,0.0,,
7002475,,DUKE EXT DINING TABLE LEAF,Furniture,,polo,Display,no sku,,,0,0.0,0.0,,
7002479,,TOURVILLE QUEEN BED HB,Furniture,,,Display,,,,0,0.0,0.0,,
7002480,,TOURVILLE QUEEN BED FB,Furniture,,,Display,,,,0,0.0,0.0,,
7002481,,TOURVILLE QUEEN BED SR/SLATES,Furniture,,,Display,,,,0,0.0,0.0,Y,
7002487,,"LILLIANNE CHANDELIER W/ SHADES, NB",Lighting,,,Display,42485623,,,0,6825.0,1810.1533333333334,Y,2019.0
7002488,,WESTBURY LANTERN,Lighting,,,Display,44261626,,,0,3909.0,794.2800000000001,Y,2013.0
7002489,,"BARRETT LARGE  KNURLED CHAND, PN W/PN SHADES",Lighting,,,Display,44263580,,,0,1345.0,249.58,Y,2021.0
7002496,,ELLIOT MIRROR,Furniture,,polo,Display,76627603,,,0,5850.0,1462.5,Y,2024.0
7002514,,BASALT OCCASIONAL TABLE / ONE FIFTH BLACK / RL39543-42,Furniture,,polo,Display,42448530,,,Sellable,7185.0,1796.25,,2019.0
7002522,,ROLL OF FABRIC,Fabric,,,Display,,,,0,0.0,0.0,,
7002523,,CLIFF STRIPE HARBOR RUG,Rug,,,Display,,,,0,0.0,0.0,,
7002525,,WAINSCOTT FLORAL VINTAGE ROSE (20 YRDS ),Fabric,,,Display,,,,0,0.0,0.0,,
7002545,,MODERN HOLLYWOOD OTTOMAN,Furniture,,polo,Display,45863057,,,Sellable,3535.0,687.34375,Y,2024.0
7002548,,DARIEN FLOOR LAMP,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002551,,MCCARREN SINGLE TIER CHANDELIER IN NB,Lighting,,,Display,43555762,,,0,649.0,139.98,Y,2024.0
7002552,,HIGHCROFT LARGE TABLE LAMP,Lighting,,,Display,74989351,,,0,3600.0,837.48,Y,2023.0
7002553,,HIGHCROFT LARGE TABLE LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002554,,WHITE ROUND SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002555,,TRADE ROUTE STRIPE RUG,Rug,,,Display,,,,0,0.0,0.0,,
7002557,,ARAN ISLES OTTOMAN,Furniture,,Stacy,Display,46192233,,,0,2994.0,781.95,,2024.0
7002559,,ALLEN TABLE LAMP IN NB,Lighting,,,Display,40062937,,,0,1339.0,311.6466666666667,Y,2013.0
7002568,,FAIRFIELD PHARMACY FLOOR LAMP,Lighting,,,Display,42557629,,,0,1039.0,226.76214285714286,Y,2010.0
7002569,,ANETTE SWING ARM SCONCE IN NB,Lighting,,,Display,42556381,,,0,709.0,98.692,Y,2011.0
7002570,,ANETTE SWING ARM SCONCE IN NB,Lighting,,Polo,display,42556381,,,Sellable,709.0,98.692,Y,2011.0
7002571,,ELLIS LAMP SHADE,Lighting,,,,,,,0,0.0,0.0,Y,
7002575,,ELLIS BEDSIDE LAMP IN NB,Lighting,,,,42522003,,,0,3099.0,654.73,Y,2016.0
7002576,,ISLA SMALL TABLE LAMP,Lighting,,,,,,,0,0.0,0.0,Y,
7002578,,BARRAGAN STRIPE RUG,Rug,,,,,,,0,0.0,0.0,,
7002579,,SAGAPONECK STRIPE RUG,Rug,,,,,,,0,0.0,0.0,,
7002580,,SAGAPONECK STRIPE RUG,Rug,,,,,,,0,0.0,0.0,,
7002581,,SAGAPONECK STRIPE RUG,Rug,,,,,,,0,0.0,0.0,,
7002583,,ALLEN TABLE LAMP,Lighting,,,,42485201,,,0,1075.0,250.526,Y,2019.0
7002585,,DOWNING FLOOR LAMP,Lighting,,,,75090662,,,0,1299.0,318.31333333333333,Y,2023.0
7002586,,MODERN TABLE LAMP SHADE,Lighting,,,,,,,0,0.0,0.0,Y,
7002591,,ILONA MEDIUM TABLE LAMP,Lighting,,,,44244507,,,0,869.0,192.48000000000002,Y,2021.0
7002592,,WHITE LINEN LAMP SHADE,Lighting,,,,,,,0,0.0,0.0,Y,
7002593,,RL67' BOOM ARM FLOOR LAMP,Lighting,,,,34569624,,,0,1619.0,342.595,Y,2010.0
7002594,,WHITE LAMP SHADE,Lighting,,,,,,,Sellable,0.0,0.0,Y,
7002595,,WHITE LAMP SHADE,Lighting,,,,,,,Sellable,0.0,0.0,Y,
7002596,,RL67' BOOM ARM FLOOR LAMP,Lighting,,,,34569624,,,0,1619.0,342.595,Y,2010.0
7002597,,DANIELA TABLE LAMP SHADE,Lighting,,,,,,,0,0.0,0.0,Y,
7002598,,MODERN TABLE LAMP,Lighting,,,,42558775,,,0,1279.0,268.19217391304346,Y,2012.0
7002599,,HALIFAX LARGE COCONUT LAMP,Lighting,,,,40150864,,,0,1200.0,234.275,Y,2017.0
7002602,,DOWNING FLOOR LAMP,Lighting,,,,75090670,,,0,1299.0,319.98,Y,2023.0
7002603,,ANETTE FLOOR LAMP,Lighting,,,,42485250,,,0,879.0,281.74,Y,2019.0
7002604,,DALFERN PETITE FLOOR LAMP,Lighting,,,,,,,0,0.0,0.0,Y,
7002605,,DANIELA MEDIUM DOUBLE SCONCE,Lighting,,,,42557397,,,0,2309.0,519.0421428571428,Y,2014.0
7002607,,DORIS MEDIUM TABLE LAMP SHADE,Lighting,,,,,,,0,0.0,0.0,Y,
7002608,,DOWNING FLOOR LAMP SHADE,Lighting,,,,,,,0,0.0,0.0,Y,
7002609,,DOWNING FLOOR LAMP SHADE,Lighting,,,,,,,0,0.0,0.0,Y,
7002611,,ONE FIFTH WALL MIRROR,Furniture,,polo,Display,44044287,,,Sellable,9595.0,3066.25,,2020.0
7002620,,ALLEGRA MEDIUM CHANDELIER IN AGED IRON,Lighting,,,Display,42282657,,,0,3000.0,588.23,Y,2019.0
7002621,,SHADE FOR ISLA SMALL TABLE LAMP,Lighting,,,Display,,,,Sellable,0.0,0.0,Y,
7002624,,MODERN TABLE LAMP BROZE WITH SHADE,Lighting,,,Display,42558767,,,0,1279.0,260.4269230769231,Y,2011.0
7002626,,HOLLOWAY XL FLOOR LAMP WITH SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002627,,MODERN TABLE LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002628,,CARTER LARGE TABLE LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002629,,HOLLOWAY XL FLOOR LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7002636,,ONE FIFTH OTTOMAN,Furniture,,,Display,,,,0,0.0,0.0,,
7002638,,GRANT CHAIR,Furniture,,polo,Display,76606631,,,0,7119.0,3125.2400000000002,,2024.0
7002706,,DUKE EXTENDABLE DINING TABLE BASES,Furniture,,polo,Display,no sku,,,0,0.0,0.0,,
7002729,,ELDRIDGE EXTENDABLE DINING TABLE,Furniture,,polo,Display,,,,0,5850.0,1462.5,Y,
7002739,,EMPIRE PEDESTAL TABLE BASE,TABLE,,,,,,,Available,,,,
7002740,,EMPIRE PEDESTAL TABLE TOP,Furniture,,polo,Display,,,,0,0.0,0.0,,
7002760,,CANNES GUERIDON END TABLE,Furniture,,polo,Display,43614544,,,Sellable,7395.0,2383.75,,2020.0
7002766,,WESTOVER COCKTAIL OTTOMAN,Furniture,,polo,Display,45863016,,,Sellable,7305.0,1521.9375,Y,2024.0
7002770,,HITHER HILLS STUDIO DINING CHAIR,Furniture,,polo,Display,42553560,,,0,5370.0,1342.5,,2019.0
7002772,,PRYCE BOOKCASE SHELVES \,Furniture,,,Display,,,,0,0.0,0.0,,
7002773,,PRYCE BOOKCASE,Furniture,,polo,Display,440444022,,,Sellable,0.0,0.0,,
7002790,,ANNETE 24' PICTURE LIGHT IN PN,Lighting,,,Display,35991736,,,0,1279.0,237.58,Y,2024.0
7002791,,ANETTE 24'' PICTURE IN PN,Lighting,,,Display,35991736,,,0,1279.0,237.58,Y,2024.0
7002795,,BRIXTON END TABLE,Furniture,,polo,Display,43520496,,,Sellable,0.0,0.0,,
7002812,,PRYCE BOOKCAE,Furniture,,polo,Display,44044402,,,Sellable,12595.0,4147.666666666667,,2020.0
7002816,,WARNER CHAIR,Furniture,,polo,Display,76593896,,,Sellable,7005.0,2375.234,,2024.0
7002849,,"BROOKINGS TL, PN",Lighting,,,Display,29630019,,,0,2089.0,457.8385714285714,Y,2016.0
7002850,,"ALLEN MEDIUM LINEAR SCONCE, PN",Lighting,,,Display,42556217,,,0,1219.0,248.62285714285713,Y,2013.0
7002851,,"ALLEN MEDIUM LINEAR SCONCE, PN",Lighting,,,Display,42556217,,,0,1219.0,248.62285714285713,Y,2013.0
7002853,,"EQUILIBRIUM FL, PN",Lighting,,,Display,42557488,,,0,1619.0,362.78066666666666,Y,2013.0
7002854,,"EQUILIBRIUM FL, PN",Lighting,,,Display,42557488,,,0,1619.0,362.78066666666666,Y,2013.0
7002855,,"FAIR PHARMACY LAMP, PN",Lighting,,,Display,42522060,,,0,1039.0,228.5257894736842,Y,2011.0
7002859,,MAYFAIR CENTER  TABLE,Furniture,,polo,Display,42448241,,,Sellable,0.0,0.0,Y,2019.0
7002860,,RAYMOND CLUB CHAIR,CHAIR,,,,,,,Available,,,,
7002861,,MODERN HOLLYWOOD OTTOMAN,Furniture,,polo,Display,77225332,,,Sellable,6077.0,1988.12,,2024.0
7002862,,MAYFAIR TUFTED QUEEN BED HB,Furniture,,polo,Display,,,,Sellable,0.0,0.0,,
7002863,,MAYFAIR TUFTED QUEEN BED FB,Furniture,,polo,Display,46157725,,,Sellable,0.0,0.0,,
7002864,,MAYFAIR TUFTED QUEEN BED HF,Furniture,,polo,Display,,,,Sellable,0.0,0.0,,
7002876,,FLORENCE STOREGE  OTTOMAN,Furniture,,polo,Display,45857455,,,0,7485.0,1594.6875,,2024.0
7002877,,FAIRVIEW CLUB CHAIR,Furniture,,polo,Display,,,,0,0.0,0.0,,
7002883,,WRITER'S OTTOMAN,Furniture,,polo,Display,45261401,,,Sellable,3099.0,872.25,Y,2020.0
7002944,,MAYFAIR SIDE TABLE,Furniture,,polo,Display,43652544,,,Sellable,0.0,0.0,Y,2020.0
7002964,,MODERN HOLLYWOOD NIGHTSTAND,Furniture,,polo,Display,44512291,,,Sellable,5550.0,1228.625,,2020.0
7002967,,DALTON SIDE CHAIR,Furniture,,,Display,,,,0,0.0,0.0,,
7002971,,FAIR PHARM FLOOR LAMP,Lighting,,,Display,42485516,,,0,795.0,178.24,Y,2019.0
7002972,,FAIR PHARM FLOOR LAMP,Lighting,,,Display,42485516,,,0,795.0,178.24,Y,2019.0
7002976,,FAIR PHARM FLOOR LAMP,Lighting,,,Display,42485516,,,0,795.0,178.24,Y,2019.0
7002977,,FAIR PHARM FLOOR LAMP,Lighting,,,Display,42485516,,,0,795.0,178.24,Y,2019.0
7002979,,FAIRFIELD FLOOR LAMP NB,Lighting,,,Display,42557629,,,0,1039.0,226.76214285714286,Y,2010.0
7002980,,ANETTE FLOOR LAMP NB,Lighting,,,Display,42485243,,,0,879.0,170.11333333333332,Y,2019.0
7002981,,FOO DOG MEDIUM FLOOR LAMP W/ SHADE,Lighting,,,Display,42557660,,,0,1739.0,406.96090909090907,Y,2019.0
7002982,,MODERN TABLE LAMP NB,Lighting,,,Display,42485649,,,0,1035.0,208.62857142857143,Y,2019.0
7002983,,SYDNEE GOURD LAMP,Lighting,,,Display,44007987,,,0,1279.0,285.1,Y,2024.0
7002984,,BLYTHE LARGE TL,Lighting,,,Display,44007946,,,0,1619.0,380.98,Y,2024.0
7002985,,HALIFAX SMALL TL,Lighting,,,Display,42522128,,,0,929.0,193.93,Y,2016.0
7002987,,ARCHER CHANDELIER,Lighting,,,Display,40064370,,,0,5039.0,1131.465,Y,2012.0
7002990,,FOO DOG MEDIUM,Lighting,,,Display,41830498,,,0,1860.0,294.18,Y,2019.0
7002991,,FOO DOG MEDIUM,Lighting,,,Display,41830418,,,0,0.0,0.0,Y,
7002996,,EQUILBRUM TABLE LAMP,Lighting,,,Display,42557504,,,0,1406.8,291.38,Y,2013.0
7003002,,Pryce club chair,Furniture,,,Display,,,,0,0.0,0.0,,
7003034,,THAYER CONSOLE,Furniture,,polo,Display,44044444,,,Sellable,10195.0,2835.0,,2020.0
7003057,,LANGLEY 32â€ PIC LIGHT,Lighting,,,Display,44008233,,,0,1389.0,298.1353846153846,Y,2024.0
7003060,,"CARTER LARGE TL, BLACK",Lighting,,,Display,35768019,,,0,1109.0,221.73000000000002,Y,2024.0
7003061,,"CARTER LARGE TL, BLACK",Lighting,,,Display,35768019,,,0,1109.0,221.73000000000002,Y,2024.0
7003062,,CAMBRIDGE MEDIUM BELL JAR,Lighting,,,Display,42556845,,,0,2089.0,488.48,Y,2015.0
7003063,,CAMBRIDGE LARGE BELL JAR,Lighting,,,,42556829,,,0,3909.0,830.855,Y,2012.0
7003067,,XAVIER PENDANT,Lighting,,,Display,42522623,,,0,1279.0,296.98,Y,2016.0
7003068,,FOO DOG MEDIUM LAMP W/ SHADE,Lighting,,,Display,42557660,,,0,1739.0,406.96090909090907,Y,2019.0
7003069,,MODERN METRO RIGHT NIGHTSTAND,Furniture,,polo,Display,77699916,,,Sellable,0.0,0.0,,
7003109,,"EQUIL FLOOR LAMP, BRONZE",Lighting,,,Display,39746953,,,0,1500.0,262.98,Y,2017.0
7003118,,CHEYENNE LANTERN,Lighting,,,Display,42557132,,,0,1279.0,225.98,Y,2016.0
7003119,,CHEYENNE LANTERN,Lighting,,,Display,42557132,,,0,1279.0,225.98,Y,2016.0
7003120,,ANCASTER LANTERN,Lighting,,,Display,43833250,,,0,2529.0,553.91,Y,2024.0
7003128,,HALIFAX LARGE TL,Lighting,,,Display,42485557,,,0,965.0,306.56,Y,2019.0
7003129,,DANIELLA TL BASE ONLY,Lighting,,,Display,42508267,,,0,1365.0,383.94,Y,2019.0
7003130,,RL 67 BOOM ARM FL,Lighting,,,Display,42508622,,,0,1305.0,416.06,Y,2019.0
7003131,,BARTON TL,Lighting,,,Display,44263630,,,0,1915.0,361.18,Y,2021.0
7003133,,ALLEGRA 6 LIGHT CHANDELIER,Lighting,,,Display,,,,0,0.0,0.0,Y,
7003136,,MAYFAIR CENTER TABLE BASE,Furniture,,,Display,,,,0,0.0,0.0,,
7003137,,MAYFAIR CENTER TABLE TOP,Furniture,,,Display,,,,0,0.0,0.0,,
7003138,,DORSET RUG,Rug,,,Display,,,,0,0.0,0.0,,
7003140,,CANNES GUERIDON END TABLE,Furniture,,polo,Display,43614544,,,Sellable,7395.0,2383.75,,2020.0
7003144,,FOO DOG MEDIUM LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7003145,,LANGLEY PICTURE LIGHT 32'',Lighting,,,Display,44008233,,,0,1389.0,298.1353846153846,Y,2024.0
7003147,,MODERM TABLE LAMP SHADE,Lighting,,,Display,,,,0,0.0,0.0,Y,
7003151,,EQUILIBRIUM FLOOR LAMP IN PN,Lighting,,,Display,42557488,,,0,1619.0,362.78066666666666,Y,2013.0
7003169,,NOBLE ESTATE DINNING CHAIR,Furniture,,polo,Display,45261351,,,Sellable,4164.0,1218.75,,2020.0
7003178,,NEW BOHEMIAN SPINDLE CHAIR,CHAIR,,,,,,,Available,,,,
7003185,,WRITERS CHAIR,CHAIR,,,,,,,Unavailable,,,,
7003186,,WRITERS CHAIR,Furniture,,polo,Display,46036539,,,Sellable,10485.0,2265.0,,2024.0
7003187,,CONSERVATORY GARDEN HOST CHAIR,Furniture,,Polo,Display,43614579,,,Sellable,0.0,0.0,,
7003189,,CONSERVATORY GARDEN HOST CHAIR,Furniture,,Polo,Display,43614579,,,Sellable,0.0,0.0,,
7003190,,BURNHAM SOFA,Furniture,,,Display,,,,0,0.0,0.0,,
7003193,,PYRCE SOFA,Furniture,,polo,Display,74544958,,,Sellable,15847.0,3539.25,,2024.0
7003195,,ONE FIFTH OTTOMAN,Furniture,,,Display,,,,0,0.0,0.0,,
7003200,,BRADBURN SOFA,Furniture,,,Display,,,,0,0.0,0.0,Y,
7003202,,LANGHAM DESK BASE,Furniture,,polo,Display,42448324,,,Sellable,11550.0,2887.5,,2019.0
7003210,,KERRY CHAIR,Furniture,,polo,Display,76425594,,,Sellable,10511.0,2779.5,Y,2024.0
7003215,,WING BACK CHAIR,Furniture,,,Display,,,,0,0.0,0.0,Y,
7003231,,CLIVEDON ARM CHAIR,Furniture,,polo,Display,46220596,,,Sellable,6665.0,1894.5,,2024.0
7003232,,TAVERN WOOD TABLE,Furniture,,polo,Display,42448431,,,Sellable,2886.0,746.25,,2019.0
7003234,,LONDON CLUB CHAIR,Furniture,,polo,Display,74693474,,,Sellable,9245.0,2443.88875,,2024.0
7003237,,ARON ISLE CLUB CHAIR,Furniture,,Polo,Display,45261310,,,Sellable,9362.0,2341.565,Y,2020.0
7003239,,RAYMOND CLUB CHAIR,CHAIR,,,,,,,Available,,,,
7003241,,INDIAN COVE DESK CHAIR,CHAIR,,,,,,,Available,,,,
7003242,,Heiress dinning table one base only,Furniture,,polo,Display,,,,0,0.0,0.0,,
7003243,,BRYCE SIDE TABLE,Furniture,,,Display,,,,0,0.0,0.0,,
7003244,,SMALL CANNES GUERIDON / SILVER & WHITE,Furniture,,,Display,,,,0,0.0,0.0,,
7003249,,LARGE DINING TABLE,Furniture,,,Display,,,,0,0.0,0.0,,
7003251,,COTE AZUL STOOL,Furniture,,,Display,,,,0,0.0,0.0,,
7003253,,"BARRETT 24"" PICTURE LIGHT",Lighting,,,Display,42556480,,,0,1499.0,343.48,Y,2019.0
7003257,,LARGE DINING TABLE BASES,Furniture,,,Display,,,,0,0.0,0.0,,
7003258,,ELLIOT MIRROR,Furniture,,polo,Display,76627603,,,0,0.0,0.0,Y,2024.0
7003273,,MODERN DRUM END TABLE,Furniture,,polo,Display,43652049,,,Sellable,5550.0,1221.468,,2020.0
7003274,,BLEEKER TABLE LAMP,Lighting,,,Display,,,,0,0.0,0.0,Y,
7003276,,ANNETTE FLOOR LAMP PN,Lighting,,,Display,42485250,,,0,879.0,281.74,Y,2019.0
7003315,,EDWARDIAN BOOKCASE CROWN + BASE,BOOKCASE,,,,,,,Available,,,,
7003316,,EDWARDIAN BOOKCASE CROWN + BASE,BOOKCASE,,,,,,,Available,,,,
7003395,,PARKER HALL TABLE BASE,TABLE,,,,,,,Available,,,,
7003400,,2 LEAVES FOR HUDSON ST DINING TABLE,TABLE,,,,,,,Available,,,,
7003401,,"FAIRFIELD PHARMACY FLOOR LAMP, NB",LIGHTING,,,,,,,Available,,,,
7003403,,CARTAGE TABLE LAMP,LIGHTING,,,,,,,Available,,,,
7003405,,MODERN DRUM END TABLE,TABLE,,,,,,,Available,,,,
7003407,,WHITCOMB END TABLE,TABLE,,,,,,,Available,,,,
7003410,,BARRETT KNURLED BOOM ARM DESK,LIGHTING,,,,,,,Available,,,,
7003411,,BARRETT KNURLED BOOM ARM DESK,LIGHTING,,,,,,,Available,,,,
7003413,,LAMP SHADE ONLY,LIGHTING,,,,,,,Available,,,,
7003414,,LAMP SHADE ONLY,LIGHTING,,,,,,,Available,,,,
7003415,,MCCARREN LG PENDANT ( NOT COMPLETED PIECES),LIGHTING,,,,,,,Available,,,,
7003417,,BARRETT KNURLED BOOM-ARM DESK LIGHT,LIGHTING,,,,,,,Available,,,,
7003418,,BARTON DESK LAMP IN SILVER,LIGHTING,,,,,,,Available,,,,
7003419,,CARTHAGE TABLE LAMP,LIGHTING,,,,,,,Available,,,,
7003432,,CLIVEDON SERVER,CONSOLE,,,,,,,Available,,,,
7003433,,CLIVEDON SERVER MARBLE TOP,CONSOLE,,,,,,,Available,,,,
7003441,,FAIRFIELD PHARMACY FLOOR LAMP,LIGHTING,,,,,,,Available,,,,
7003442,,BOXED CARTHAGE TABLE LAMP,LIGHTING,,,,,,,Available,,,,
7003443,,BOXED CARTHAGE TL,LIGHTING,,,,,,,Available,,,,
7003444,,BOXED FLUSH MOUNT,LIGHTING,,,,,,,Available,,,,
7003445,,BOXED FLOOR LAMP,LIGHTING,,,,,,,Available,,,,
7003446,,FAIRFIELD FLOOR LAMP,LIGHTING,,,,,,,Available,,,,
7003496,,PALLET OF LIGHTING 1/4,LIGHTING,,,,,,,Available,,,,
7003497,,PALLET OF LIGHTING 2/4,LIGHTING,,,,,,,Available,,,,
7003498,,PALLET OF LIGHTING 3/4,LIGHTING,,,,,,,Available,,,,
7003499,,PALLET OF LIGHTING 4/4,LIGHTING,,,,,,,Available,,,,
7003501,,CODY MEDIUM TABLE LAMP IN NB,LIGHTING,,,,,,,Available,,,,
7003503,,CODY MEDIUM TABLE LAMP SHADE,LIGHTING,,,,,,,Available,,,,
7003504,,ROUND SHADE ROOM CH,LIGHTING,,,,,,,Available,,,,
7003505,,SQUARE PERCALE SHADE,LIGHTING,,,,,,,Available,,,,
7003512,,RILEY FLOOR LAMP IN NB AND SADDLE LEATHER,LIGHTING,,,,,,,Available,,,,
7003513,,RILEY FLOOR LAMP SHADE,LIGHTING,,,,,,,Available,,,,
7003516,,ELLINGTON BORDER ONYX,RUG,,,,,,,Available,,,,
7003517,,EDWARDIAN BOOKCASE SHELVES AND SHELF HOLDERS,BOOKCASE,,,,,,,Available,,,,
7003518,,HEDGER 55'' FLOOR LAMP IN NATURAL BARSS AND NAVY LEATHER (SHADE),LIGHTING,,,,,,,Available,,,,
7003519,,HEDGER 55'' FLOOR LAMP IN NATURAL BARSS AND NAVY LEATHER,LIGHTING,,,,,,,Available,,,,
7003525,,ADRIANNA DOUBLE SCONCE IN AG-S,LIGHTING,,,,,,,Available,,,,
7003528,,CAMBRIDGE LG SMOKE BELL,LIGHTING,,,,,,,Available,,,,
7003532,,DUKE BAR,CABINET,,,,,,,Available,,,,
7003533,,DUKE BAR CART,BAR CART,,,,,,,Available,,,,
7003538,,DANIELA MEDIUM ONE-TIER CHANDELIER,LIGHTING,,,,,,,Available,,,,
7003542,,SHELDON CAPE BLUE RUG,RUG,,,,,,,Available,,,,
