"BARCODE","AVAILABILITY","DESCRIPTION","DEPARTMENT","TYPE","IMAGES","CONDITION","COLOR","DIMENSIONS","TAGS","CONDITION CHECKS","RESERVED WBS","LOCATION","ORIGINAL ACQUISITION VALUE","HISTORY","HOME WAREHOUSE","CONTAINER","LAST SEEN IN CONTAINER","BARCODE IMAGES","ASSET USAGE","SIDEMARK ROOM"
"=""007002864""","Available","MAYFAIR TUFTED QUEEN BED HF","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1724335445959/1724335408970.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1722200914888/IMG_3293.jpeg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1724335446937/1724335412996.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1724335447880/1724335416526.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1724335448824/1724335420560.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1724335449775/1724335424786.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1724335450773/1724335433011.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1724335451722/1724335438276.jpg","WOODEN SIDES HASVE MULTIPLE SCRATCHES AND CHIPS. FABRIC HAS MULTIPLE LINE MARKS AND MINOR WRINKLING.",,"76 x 4 x 10.5 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-14-AA","Mon, Aug 26, 2024 12:50 PM","007002864","E-12016.16LIC.15.13 - Fri, April 4, 2025 - Fri, April 4, 2025,undefined - Fri, April 4, 2025 - Fri, April 4, 2025","SP24 CHANGEOVER / 888 STOCK 8.22"
"=""007002863""","Available","MAYFAIR TUFTED QUEEN BED FB","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1724335201382/1724335041714.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1722200914888/IMG_3293.jpeg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1724335202456/1724335073633.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1724335203377/1724335078709.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1724335204322/1724335085696.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1724335205220/1724335090427.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1724335206242/1724335095015.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1724335207297/1724335099987.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1724335208376/1724335105464.jpg","WOODEN PIECES HAVE PIECES CHIPPED OFF ALONG WITH MULTIPLE SCRATCHES AND CHIPS. FABRIC ON ALL SIDES HAS MINOR STAIN MARKS AND VISIBLE WRINKLING THROUGHOUT.",,"68 x 15 x 36 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-14-AA","Mon, Aug 26, 2024 12:50 PM","007002863","E-12016.16LIC.15.13 - Fri, April 4, 2025 - Fri, April 4, 2025,undefined - Fri, April 4, 2025 - Fri, April 4, 2025","SP24 CHANGEOVER / 888 STOCK 8.22"
"=""007002862""","Available","MAYFAIR TUFTED QUEEN BED HB","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1724334786882/1724334745740.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1722200914888/IMG_3293.jpeg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1724334787980/1724334751088.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1724334788945/1724334759550.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1724334894083/1724334855984.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1724334895109/1724334861502.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1724334896116/1724334866910.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1724334896968/1724334874405.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1724334897970/1724334882187.jpg","WOODEN SIDES HAVE MULTIPLE SCRATCHES TO EDGES AND CORNERS ALONG WITH MULTIPLE CHIPS. MINOR WRINKLING VISIBLE TO FABRIC ON TOP SIDE AND ON SIDES.",,"66.5 x 15 x 60 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-14-AA","Mon, Aug 26, 2024 12:50 PM","007002862","E-12016.16LIC.15.13 - Fri, April 4, 2025 - Fri, April 4, 2025","SP24 CHANGEOVER / 888 STOCK 8.22"
"=""007000028""","Available","SADLER COCKATIL OTTOMAN","Home 888 Madison","OTTOMAN","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648151310467/007000028%20%281%29%20-%20Copy.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648148433317/CHIP%20TO%20WOOD%20BABSE.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648148437799/DISCOLORATION%20%20AND%20CHIP%20TO%20MIDDLE%20COLUMN.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648148441875/DISCOLORATION%20TO%20WOOD%20BASE%20MIDDLE%20COLUMN.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648148444371/LOOSE%20STICHING%20TO%20FABRIC%20LEFT%20CORNER.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648148448789/MULTIPLE%20CHIP%20AND%20SCRATCHEES%20TO%20BASE%20LEG.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648148451293/SCRATCH%20%20TO%20WOOD.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648148456418/SCRATCHES%20TO%20WOOD%20BASE.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648148458997/SCRATCHESS%20TO%20BASE%20LEGS.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648148463503/VISABLE%20CHIP.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648151310508/007000028%20%281%29.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648151311590/007000028%20%282%29.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648151311631/007000028%20%283%29.jpg","MULTIPLE SCRATCHES ALL OVER WOOD  BASE COLUM. LOOSE STICHING TO FABRIC LEFT CORNER.COLLECTED FROM 888 MADISON AVE 4TH FLOOR ON 3 /21/22 FOR CHISTOPHER BIRKMAN  & MICHAEL AMIGRON",,"48.5 x 36 x 19 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-12-CC","Thu, Sep 12, 2024 10:59 AM","007000028","E-12016.16LIC.15.13 - Fri, April 4, 2025 - Fri, April 4, 2025,TAVN - Fri, April 4, 2025 - Fri, April 4, 2025","SP22 CHANGEOVER / RL38101-04"
"=""007001167""","Available","RL’67 SWING ARM FLOOR LAMP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1682959011905/1682958981703.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1682959012919/1682958989820.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1736429449524/1736429418445.jpg","MINOR SCRATCHES AND PIECES ARE WRAPPED IN PLASTIC AND PLACED INTO A BOX","POLISHED NICKEL","30.5 x 1 x 50 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-13-01-BB","Tue, Feb 4, 2025 3:54 PM","007001167","","SP23 CHANGEOVE / 888 STOCK / RL14028PN"
"=""006316252""","Available","CHATHAM LARGE LANTERN NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006316252 (1).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006316252 (2).JPG","(CHANGEOVER) CAME IN NEW.","NATURAL BRASS","7 x 18.5 x 17 Inches","","",,"LIC",,"History","LIC","W01-14-05-AA","Tue, Feb 4, 2025 1:34 PM","006316252","E-12016.16LIC.15.14 - Sun, May 14, 2023 - Thu, August 31, 2023","SP21 CHANGEOVER / 804 STOCK, PO Number: RL5148NB-CG"
"=""007001906""","Available","BARRETT KNURLED TABLE LAMP WITH SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1695054255752/1695054182406.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1695054256728/1695054230630.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1695054257707/1695054239838.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1695054258733/1695054247096.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1695054259715/1695054254883.jpg","COMES WITH A SHADE. MINOR MARKS TO OUTER SIDE OF SHADE. CHROME HAS VISIBLE DUSTING THROUGHOUT ALONG WITH SCRATCHES AND FINGERPRINTS.","POLISHED NICKEL","17.5 x 17.5 x 28.5 Inches","","",,"LIC",,"History","LIC","W01-14-03-AA","Wed, Jan 29, 2025 8:23 AM","007001906","","FA23 CHANGEOVER / 888 STOCK / RL3094-PN"
"=""007001373""","Available","BARRETT KNURLED BUFFET LAMP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1685711287313/1685711183205.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1685711288253/1685711195206.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1685711289272/1685711206361.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1685711290186/1685711277844.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1685711291203/1685711286290.jpg","CHROME HAS MULTIPLE FINGERPRINTS AND SMEAR MARKS VISIBLE THROUGHOUT. METAL ALSO HAS STAIN MARKS AND SCRATCHES","POLISHED NICKEL","12 x 12 x 64 Inches","","",,"LIC",,"History","LIC","W01-13-05-AA","Tue, Jan 28, 2025 3:25 PM","007001373","","SP23 CHANGEOVER / 804 STOCK / RL3393NB"
"=""007001174""","Available","ELLIS BEDSIDE TABLE LAMP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1682959152581/1682959085716.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1682959154277/1682959099107.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1682959155218/1682959114343.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1682959156202/1682959151766.jpg","GOES WITH SHADE: 007001175. CHROME HAS VISIBLE SCRATCHES AND SMEAR MARKS ON TOP AND ON BASE. TOP HOOK IS BROKEN OFF ON ONE SIDE.","POLISHED NICKEL","6.5 x 9.5 x 22.5 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-04-AA","Tue, Jan 28, 2025 3:21 PM","007001174","","SP23 CHANGEOVER / 888 STOCK / RL3965PN"
"=""007001787""","Available","BARRETT LARGE CHANDELIER","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1695238699859/1695238680886.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1695238700980/1695238686381.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1695238701938/1695238690293.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1695238702904/1695238694399.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1695238703796/1695238698741.jpg","BRASS HAS VISIBLE DISCOLORATION TO ALL AREAS. COMES WIHT MULTIPLE SHADES WHICH ALSO HAVE VISIBLE DISCOLORATION AND SCRATCHES THROUGHOUT. HAS FIFTEEN SHADES","NATURAL BRASS","43 x 43 x 20 Inches","","",,"LIC",,"History","LIC","W01-14-06-AA","Tue, Jan 28, 2025 3:20 PM","007001787","","FA23 CHANGEOVER / 888 STOCK / RL5225NB"
"=""007001180""","Available","RL 67' SWING ARM FLOOR LAMP NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1682511071108/1682511052098.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1682511072024/1682511057628.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1682511072961/1682511064992.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1682511073910/1682511069662.jpg","BRASS HAS SEVERAL SCRATCHES ON TOP OF PIECE AND TO BASE. VISIBLE DISCOLORATION THROUGHOUT. MULTIPLE FINGERPRINTS ON METAL.","NATURAL BRASS","42 x 16.5 x 9.5 Inches","","",,"LIC",,"History","LIC","W01-14-03-AA","Tue, Jan 28, 2025 2:27 PM","007001180","","SP23 CHANGEOVER / 888 STOCK / RL14028NB"
"=""007001201""","Available","DALEY DESK LAMP  NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1682540573939/1682540505365.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1682540574927/1682540511064.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1682540575988/1682540563717.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1682540577011/1682540568201.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1682540577940/1682540572841.jpg","GLASS PIECE IS DISCONNECTED FROM MAIN PIECE. BRASS HAS MULTIPLE SPOTS OF DISCOLORATION AND SCRATCHES.",,"49 x 31.5 x 16 Inches","","",,"LIC",,"History","LIC","W01-14-03-BB","Tue, Jan 28, 2025 2:18 PM","007001201","","SP23 CHANGEOVER / 888 STOCK / RL3320NB-CA"
"=""006309302""","Available","BLEEKER TRIPLE BATH SCONCE IN BRASS/RL2535NB-WG","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006309302.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006309302 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734633012078/1734632848841.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734633013043/1734632869088.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734633013906/1734632896224.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734633014960/1734632937097.jpg","MINOR TARNISHED MARKS","NATURAL BRASS","34.5 x 5 x 4.5 Inches","","",,"LIC",,"History","LIC","W01-14-03-BB","Tue, Jan 28, 2025 2:18 PM","006309302","E-12016.16LIC.15.14 - Fri, April 4, 2025 - Fri, April 4, 2025","SCREENING ROOM / FA19 CHANGEOVER, / PO Number: STOCK"
"=""007000565""","Available","FAIRFIELD PHARMACY FLOOR LAMP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1737479552415/1737479404031.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1663591465752/1663591373306.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1663591466757/1663591385824.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1663591467642/1663591398399.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1663591468564/1663591422190.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1663591469489/1663591458122.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1737479553299/1737479435873.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1737479554199/1737479476760.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1737479555074/1737479537660.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1737479555961/1737479549265.jpg","MINOR DISCOLORATION ON BRASS FINISH. MULTIPLE SCRATCHES TO METAL ON HEAD, BODY AND BASE.","NATURAL BRASS","12 x 12 x 38.5 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-03-BB","Tue, Jan 28, 2025 2:18 PM","007000565","","FA22 CHANGEOVER / RL11165NB"
"=""007002604""","Available","DALFERN PETITE FLOOR LAMP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1717430045394/1717430018008.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1717430046406/1717430023511.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1717430047363/1717430027352.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1717430048239/1717430031036.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1717430049118/1717430037369.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1717430049980/1717430042471.jpg","PIECE OF TAPE ATTACHED TO SIDE OF BODY.  MINOR SCRATCHES AND DISCOLORATION VISIBLE TO METAL FINISH ON TOP SIDE AND ON BASE.","NATURAL BRASS","10 x 10 x 52.5 Inches","","",,"LIC",,"History","LIC","W01-14-03-BB","Tue, Jan 28, 2025 2:18 PM","007002604","","SP24 CHANGEOVER / 888 STOCK / RL1680WB"
"=""007003538""","Available","DANIELA MEDIUM ONE-TIER CHANDELIER","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1737656529595/1737656512312.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1737656530510/1737656518161.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1737656531401/1737656527709.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1737656554966/1737656542152.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1737656555941/1737656546680.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1737656556860/1737656553715.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1737656578389/1737656577774.jpg","COMES WITH 6 BLACK SHADES. LOOSE PIECES ARE APART FROM MAIN PIECE. MINOR MARKS VISIBLE TO CRYSTAL PIECES ON ALL SIDES.",,"28 x 28 x 40 Inches","","",,"LIC",,"History","LIC","W01-14-08-AA","Tue, Jan 28, 2025 8:45 AM","007003538","","COLLECTED FROM 888 ON 1/17/25 / 888 STOCK"
"=""007003257""","Available","LARGE DINING TABLE BASES","Home 888 Madison","TABLE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726601816006/1726601633701.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726601819150/1726601638628.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726601822228/1726601645060.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726601825145/1726601648679.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1726601828088/1726601652734.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1726601831344/1726601656546.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1726601834432/1726601660100.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1726601837591/1726601663736.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1726601840553/1726601674018.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1726601844035/1726601677900.jpg","GOES WITH LARGE DINING TABLE TOP: 007003249. COMES WITH HARDWARE. MULTIPLE CHIPS AND SCREAMS ALONG EDGES AND ON CORNERS. BOTH PIECES HAVE DUSTING VISIBLE TO BOTTOM LEVELS",,"22 x 22 x 28 Inches","","",,"LIC",,"History","LIC","W01-15-05-AA","Mon, Jan 27, 2025 3:18 PM","007003257","","RETURN FROM 36TH TO 888 STOCK"
"=""007003202""","Available","LANGHAM DESK BASE","Home 888 Madison","DESK","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726173799842/1726173651791.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726173800732/1726173711354.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726173801785/1726173733173.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726173802822/1726173758918.jpg","MULTIPLE SCRATCHES  THROUGHOUT CHROME TEXTURE",,"60 x 27 x 28 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-15-01-AA","Fri, Jan 24, 2025 3:39 PM","007003202","E-12016.HOME1.10 - Fri, April 4, 2025 - Fri, April 4, 2025","RETURN FROM 36TH TO 888 STOCK"
"=""007000690""","Available","BASALT HALL TABLE BLACK BASE","Home 888 Madison","TABLE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1665513155532/1665513031815.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1665513156485/1665513043561.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1665513157416/1665513052241.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1665513158332/1665513089511.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1665513159253/1665513097495.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1665513160164/1665513109229.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1665513161113/1665513144517.jpg","GOES WITH BASALT HALL TABLE TOP: 007000512. MULTIPLE SCRATCHES AND SCUFFS ON LEGS. VISIBLE DUST MARKINGS ON BASE NEAR FEET. EDGES OF BASE HAVE MULTIPLE DENTS AND SCRAPE MARKS.",,"68 x 68 x 30 Inches","","",,"LIC",,"History","LIC","W01-14-13-BB","Fri, Jan 24, 2025 3:38 PM","007000690","","FA22 CHANGOVER / RL38100-55"
"=""007003243""","Available","BRYCE SIDE TABLE","Home 888 Madison","TABLE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726230041892/1726229457450.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726230042958/1726229470302.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726230044006/1726229562616.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726230045095/1726229606948.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1726230046133/1726229620939.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1726230047097/1726229641103.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1726230048021/1726229667295.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1726230049105/1726229699502.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1726230050149/1726229736901.jpg","MULTIPLE SCRATCHES TO TABLE TOP AREA.CHIP AROUND TOP RIM . THIERS CRACK  LACQUER  TO BOTTOM COLUMN EDGES. CHIP TO BASE FEET CORNERS AND EDGES",,"31 x 31 x 25.5 Inches","","",,"LIC",,"History","LIC","W01-15-02-CC","Fri, Jan 24, 2025 11:24 AM","007003243","","RETURN FROM 36TH TO 888 STOCK"
"=""007003273""","Available","MODERN DRUM END TABLE","Home 888 Madison","TABLE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726691017192/1726690995999.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726691020306/1726690998647.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726691023532/1726691001716.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726691026815/1726691004318.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1726691029952/1726691007019.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1726691033042/1726691009657.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1726691036296/1726691012169.jpg","MULTIPLE SCRATCHES TO TOP AND BOTTOM TABLE AREA. CRACK LACQUER TO SECOND BASE CORNER AND EDGES .",,"30.5 x 30.5 x 25 Inches","","",,"LIC",,"History","LIC","W01-15-02-AA","Fri, Jan 24, 2025 11:21 AM","007003273","","888 STOCK"
"=""007003528""","Available","CAMBRIDGE LG SMOKE BELL","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1737035143709/1737035103399.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1737035144633/1737035113015.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1737035145484/1737035121550.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1737035146338/1737035125889.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1737035147209/1737035133369.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1737035148089/1737035140313.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1737047280553/1737047275434.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1737047281496/1737047279476.jpg","MISSING GLASS DOME. MULTIPLE SCRATCHES AND VISIBLE DISCOLORATION TO BRASS RING. MAIN PIECE ALSO HAS MULTIPLE SCRATCHES AND PRINT MARKS. OLD B/C 006314190","NATURAL BRASS","18 x 18 x 27 Inches","","",,"LIC",,"History","LIC","W01-14-05-CC","Fri, Jan 24, 2025 10:16 AM","007003528","","888 STOCK / RL5103NB"
