Receiving Report #,Item #,Item Type,Category,PP Deck (Y/N),Ownership,Condition,SKU,DONATION FY26 (Y/N),Notes,Availability, Retail($) ,Cost($),,Dest (Y/N),RETAIL YEAR
007003244,,SMALL CANNES GUERIDON / SILVER & WHITE,Furniture,,,Display,,,,0, $-   , $-   ,,,#N/A
006316618,,ST. GERMAIN COCKTAIL TABLE,Furniture,,,Display,,,,0, $-   , $-   ,,,#N/A
006316619,,ST. GERMAIN COCKTAIL TABLE,Furniture,,,Display,,,,0, $-   , $-   ,,,#N/A
006314733,,STORAGE OTTOMAN,Furniture,,visual,Display,,,,Sellable, $-   , $-   ,,,#N/A
006314734,,STORAGE OTTOMAN,Furniture,,visual,Display,,,,Sellable, $-   , $-   ,,,#N/A
006298504,,Table Base Personal Storage /ALALI,Furniture,,,Display,,,,0, $-   , $-   ,,,#N/A
006295995,,TABLE TOP PERSONAL STORAGE /ALALI,Furniture,,,Display,,,,0, $-   , $-   ,,,#N/A
007003232,,TAVERN WOOD TABLE,Furniture,,polo,Display,42448431,,,Sellable," $2,886 ", $746 ,,,2019
007000597,,THAYER BED BENCH QUEEN,Furniture,,,Display,,,,0, $-   , $-   ,, Y ,#N/A
007003034,,THAYER CONSOLE,Furniture,,polo,Display,44044444,,,Sellable," $10,195 "," $2,835 ",,,2020
007002480,,TOURVILLE QUEEN BED FB,Furniture,,,Display,,,,0, $-   , $-   ,,,#N/A
007002479,,TOURVILLE QUEEN BED HB,Furniture,,,Display,,,,0, $-   , $-   ,,,#N/A
007002481,,TOURVILLE QUEEN BED SR/SLATES,Furniture,,,Display,,,,0, $-   , $-   ,, Y ,#N/A
006306298,,TREMONT CHAIR 656-03,Furniture,,,Display,,,,0, $-   , $-   ,, Y ,#N/A
006316509,,TREMONT SOFA (PILLOWS) / PATINA VELVET STERLING / ESTATE MAHOGANY / SOFA IS ASSET 6314001,Furniture,,,Display,,,,0, $-   , $-   ,,,#N/A
006314001,,TREMONT SOFA / PATINA VELVET STERLING / ESTATE MAHOGANY / RLU656-01 / PILLOWS ARE ASSET 6316509,Furniture,,,Display,,,,0, $-   , $-   ,,,#N/A
007001158,,WARNER CHAIR,Furniture,,polo,Display,44036069,,,Sellable," $3,795 ", $919 ,,,2020
007002816,,WARNER CHAIR,Furniture,,polo,Display,76593896,,,Sellable," $7,005 "," $2,375 ",,,2024
007002434,,WELLS DESK,Furniture,,polo,Display,73165466,,,Sellable, $-   , $-   ,,,#N/A
007002766,,WESTOVER COCKTAIL OTTOMAN,Furniture,,polo,Display,45863016,,,Sellable," $7,305 "," $1,522 ",, Y ,2024
007003215,,WING BACK CHAIR,Furniture,,,Display,,,,0, $-   , $-   ,, Y ,#N/A
007003067,,XAVIER PENDANT,Lighting,,,Display,42522623,,,0," $1,279 ", $297 ,, Y ,2016
007000382,,WOVEN OTTOMAN,Furniture,,,Display,,,,0, $-   , $-   ,,,#N/A
007003186,,WRITERS CHAIR,Furniture,,polo,Display,46036539,,,Sellable," $10,485 "," $2,265 ",,,2024
007001907,,XAVIER SMALL PENDANT,Lighting,,,Display,42522615,,,0," $1,279 ", $249 ,, Y ,2016
007002883,,WRITER'S OTTOMAN,Furniture,,polo,Display,45261401,,,Sellable," $3,099 ", $872 ,, Y ,2020
7001179,,,Lighting,,,,,,,,,,, Y ,#N/A
,,,,,,Display,,,,0, $-   , $-   ,,,#N/A
,,,,,,Display,,,,0, $-   , $-   ,,,#N/A
,,,,,,Display,,,,0, $-   , $-   ,,,#N/A
,,,,,,Display,,,,0, $-   , $-   ,,,#N/A
,,,,,,Display,,,,0, $-   , $-   ,,,#N/A
,,,,,,Display,,,,0, $-   , $-   ,,,#N/A
,,,,,,Display,,,,0, $-   , $-   ,,,#N/A
,,,,,,Display,,,,0, $-   , $-   ,,,#N/A
,,,,,,,,,,0, $-   , $-   ,,,#N/A
,,,,,,,,,,0, $-   , $-   ,,,#N/A
,,,,,,,,,,0, $-   , $-   ,,,#N/A
,,,,,,,,,,0, $-   , $-   ,,,#N/A
,,,,,,,,,,0, $-   , $-   ,,,#N/A
,,,,,,,,,,0, $-   , $-   ,,,#N/A
,,,,,,,,,,0, $-   , $-   ,,,#N/A
,,,,,,,,,,0, $-   , $-   ,,,#N/A
,,,,,,,,,,0, $-   , $-   ,,,#N/A
,,,,,,,,,,0, $-   , $-   ,,,#N/A
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
